Title,Description
"With Renom, Suzlon takes pole position in wind energy services market","The company aims to gain leadership position in non-Suzlon wind energy OMS business 
"
"Brokerages trim target prices for Shree Cement amid demand, price concerns","Shree Cement is the third largest cement-making firm in India, owning brands such as Roofon, Bangur Power, Shree Jung Rodhak, Bangur Cement and Rockstrong. 
"
"Stock Market LIVE Updates: Nifty below 24,250, Sensex down 200 pts; Infosys, Asian Paints, Tata Steel top losers","Sensex Today | Stock Market LIVE Updates: BSE Midcap index trade flat, while Smallcap index up 0.4%. Except media, healthcare and pharma, all other sectoral indices are trading in the red with IT, metal, oil & gas down 1 percent. 
"
First Tick: Top 10 global cues for today’s trade,"The GIFT Nifty is indicating a gap-down start for the day. 
"
"Stock Radar: Protean eGov Tech, UPL, TVS Supply Chain, Hindalco, ITD Cementation in focus on Thursday","NHPC, Lemon Tree Hotels, Balaji Amines, R Systems International, Abbott India, Godrej Consumer Products, Gujarat Pipavav Port, Welspun Corp, and NTPC will also be in focus on Thursday. 
"
"Trade Spotlight: How should you trade Axis Bank, United Spirits, Aarti Industries, IEX, Coromandel, and others on Thursday?","The 24,400 level is expected to be key for the Nifty 50 , as consolidation may be seen below this level with support at the 24,000 mark. However, above the same, the index may march towards the 24,700 level, experts said. Here are some trading ideas for the near term. 
"
Bulk Deals: Dovetail Global Fund PCC buys 3.5% stake in ADF Foods,"Meanwhile, Infinity Holdings sold a 3.5 percent stake or 38.45 lakh shares in ADF Foods at an average price of Rs 220. 
"
"Eicher Motors Q1 Preview: Flat volumes to limit revenue growth, hurt by slow sales of Hunter Enfield bike","Eicher Motors' export mixes will also likely decrease by 80 basis points quarter-over-quarter. 
"
"Remove all special rights given to select shareholders before IPO, Sebi tells bankers","In quite a few cases recently, the regulator directed bankers to drop special rights like buyback guarantee that a company might have entered into with certain shareholders 
"
"Reliance Industries' capital expenditure fell 7% in FY24, EBITDA rose by 16%","All RIL business verticals—oil and gas, retail, digital services, and oil-to-chemical—boosted operational performance, driving EBITDA growth in FY24. 
"
"Nifty, Sensex end strong, snap 3-day losing spree; All sectors close in green","Nifty Metal index was the top gainer after a sharp uptick in Vedanta, Tata Steel, Adani Enterprises, and Hindalco kept the sector buzzing. 
"
Gainers & Losers: Top stocks that moved the most on August 7,"Indian equity markets recovered smartly on August 7, snapping its 3-day losing streak. Here's a rundown of top performers and laggards of the day 
"
"Taking Stock: Market snaps 3-day losing streak, Nifty closes near 24,300; all eyes on RBI policy","Biggest Nifty gainers included Coal India, Adani Ports, Power Grid Corp, Cipla and Wipro, while losers were IndusInd Bank, Eicher Motors, Britannia, Tech Mahindra and Titan Company. 
"
Hold Bajaj Electricals; target of Rs 941: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on Bajaj Electricals with a target price of Rs 941 in its research report dated August 06, 2024. 
"
ONGC stock surges 8% as investors cheer hike in production guidance,"Brokerages remain optimistic over ONGC's increased production guidance and also see the stock's valuation as attractive at current levels. 
"
"Analysts Call Tracker: Street remains pessimistic on Dr Reddy’s, Divi’s Labs despite positive Q1 results","Dr Reddy's Laboratories and Divi's Laboratories remained on the list of 10 Nifty 50 stocks that analysts on the Street view with most pessimism. 
"
Hold Oil and Natural Gas Corporation; target of Rs 322: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on Oil and Natural Gas Corporation with a target price of Rs 322 in its research report dated August 07, 2024. 
"
AMFI likely to knock govt doors again for restoring indexation benefits,"While the government has decided to restore indexation benefits for the real estate industry, no such rollback has been announced for the mutual fund industry, which has already written to the government seeking certain relaxations in the Budget announcements. 
"
Accumulate Bharti Airtel; target of Rs 1593: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Bharti Airtel with a target price of Rs 1593 in its research report dated August 07, 2024. 
"
Hold TVS Motor Company; target of Rs 2484: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on TVS Motor Company with a target price of Rs 2484 in its research report dated August 07, 2024. 
"
Accumulate BEML; target of Rs 4484: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on BEML with a target price of Rs 4484 in its research report dated August 06, 2024. 
"
Buy Imagicaaworld Entertainment; target of Rs 116: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Imagicaaworld Entertainment has recommended buy rating on the stock with a target price of Rs 116 in its research report dated August 07, 2024. 
"
Buy Triveni Turbine; target of Rs 719: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Triveni Turbine has recommended buy rating on the stock with a target price of Rs 719 in its research report dated August 06, 2024. 
"
Buy Narayana Hrudayalaya; target of Rs 1350: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Narayana Hrudayalaya has recommended buy rating on the stock with a target price of Rs 1350 in its research report dated August 07, 2024. 
"
Sell Indus Tower; target of Rs 270: ICICI Securities,"ICICI Securities is bearish on Indus Tower has recommended sell rating on the stock with a target price of Rs 270 in its research report dated July 31, 2024. 
"
"Hold Macrotech Developers; target of Rs 1,264: ICICI Securities","ICICI Securities recommended hold rating on Macrotech Developers with a target price of Rs 1,264 in its research report dated August 01, 2024. 
"
"Hold Multi Commodity Exchange of India; target of Rs 4,295: ICICI Securities","ICICI Securities recommended hold rating on Multi Commodity Exchange of India with a target price of Rs 4,295 in its research report dated August 01, 2024. 
"
"Sell Godrej Properties; target of Rs 1,861: ICICI Securities","ICICI Securities is bearish on Godrej Properties has recommended sell rating on the stock with a target price of Rs 1,861 in its research report dated August 01, 2024. 
"
Buy Tata Power; target of Rs 500: ICICI Securities,"ICICI Securities is bullish on Tata Power recommended buy rating on the stock with a target price of Rs 500 in its research report dated August 07, 2024. 
"
"Nifty trades up 1% ; Broader trend negative until a decisive close above 24,500 say experts","Expect choppiness to continue in the market. Analyst believe short-term negative price setup holds until Nifty trades below 24,400. 
"
Reduce Sudarshan Chemical Industries: target of Rs 780: ICICI Securities,"ICICI Securities recommended reduce rating on Sudarshan Chemical Industries with a target price of Rs 780 in its research report dated August 05, 2024. 
"
Reduce Carborundum Universal: target of Rs 1450: ICICI Securities,"ICICI Securities recommended reduce rating on Carborundum Universal with a target price of Rs 1450 in its research report dated August 06, 2024. 
"
Hold GlaxoSmithKline Pharmaceuticals: target of Rs 2640: ICICI Securities,"ICICI Securities recommended hold rating on GlaxoSmithKline Pharmaceuticals with a target price of Rs 2640 in its research report dated August 05, 2024. 
"
Buy Utkarsh Small Finance Bank; target of Rs 70: ICICI Securities,"ICICI Securities is bullish on Utkarsh Small Finance Bank has recommended buy rating on the stock with a target price of Rs 70 in its research report dated August 06, 2024. 
"
"Hold Torrent Power; target of Rs 1,825: ICICI Securities","ICICI Securities recommended hold rating on Torrent Power with a target price of Rs 1,825 in its research report dated August 01, 2024. 
"
Buy Marico; target of Rs 780: ICICI Securities,"ICICI Securities is bullish on Marico has recommended buy rating on the stock with a target price of Rs 780 in its research report dated August 05, 2024. 
"
"Hold Torrent Power; target of Rs 1,825: ICICI Securities","ICICI Securities recommended hold rating on Torrent Power with a target price of Rs 1,825 in its research report dated August 01, 2024. 
"
Buy Marico; target of Rs 780: ICICI Securities,"ICICI Securities is bullish on Marico has recommended buy rating on the stock with a target price of Rs 780 in its research report dated August 05, 2024. 
"
Buy GR Infraprojects; target of Rs 1875: ICICI Securities,"ICICI Securities is bullish on GR Infraprojects has recommended buy rating on the stock with a target price of Rs 1875 in its research report dated August 06, 2024. 
"
Neutral V-Mart Retail; target of Rs 3500: Motilal Oswal,"Motilal Oswal recommended Neutral rating on V-Mart Retail with a target price of Rs 3500 in its research report dated August 06, 2024. 
"
Neutral Vedanta; target of Rs 460: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Vedanta with a target price of Rs 460 in its research report dated August 06, 2024. 
"
Neutral Godrej Agrovet; target of Rs 880: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Godrej Agrovet with a target price of Rs 880 in its research report dated August 06, 2024. 
"
Buy VRL Logistics; target of Rs 660: Motilal Oswal,"Motilal Oswal is bullish on VRL Logistics has recommended buy rating on the stock with a target price of Rs 660 in its research report dated August 06, 2024. 
"
Buy Triveni Turbine; target of Rs 720: Motilal Oswal,"Motilal Oswal is bullish on Triveni Turbine has recommended buy rating on the stock with a target price of Rs 720 in its research report dated August 06, 2024. 
"
Buy Titan Company; target of Rs 4000: Motilal Oswal,"Motilal Oswal is bullish on Titan Company has recommended buy rating on the stock with a target price of Rs 4000 in its research report dated August 06, 2024. 
"
Buy Syrma SGS Technology; target of Rs 540: Motilal Oswal,"Motilal Oswal is bullish on Syrma SGS Technology has recommended buy rating on the stock with a target price of Rs 540 in its research report dated August 06, 2024. 
"
Buy Gland Pharma; target of Rs 2440: Motilal Oswal,"Motilal Oswal is bullish on Gland Pharma has recommended buy rating on the stock with a target price of Rs 2440 in its research report dated August 06, 2024. 
"
Accumulate Mahindra and Mahindra Financial Services; target of Rs 330: Geojit Financial Services,"Geojit Financial Services recommended accumulate rating on Mahindra and Mahindra Financial Services with a target price of Rs 330 in its research report dated August 07, 2024. 
"
Buy Tech Mahindra; target of Rs 1645: Geojit Financial Services,"Geojit Financial Services is bullish on Tech Mahindra has recommended buy rating on the stock with a target price of Rs 1645 in its research report dated August 07, 2024. 
"
Buy Zee Entertainment Enterprises; target of Rs 195: ICICI Securities,"ICICI Securities is bullish on Zee Entertainment Enterprises has recommended buy rating on the stock with a target price of Rs 195 in its research report dated August 01, 2024. 
"
Buy Shyam Metalics and Energy; target of Rs 825: ICICI Securities,"ICICI Securities is bullish on Shyam Metalics and Energy has recommended buy rating on the stock with a target price of Rs 825 in its research report dated August 01, 2024. 
"
Buy Bharat Heavy Electricals; target of Rs 370: ICICI Securities,"ICICI Securities is bullish on Zee Entertainment Enterprises has recommended buy rating on the stock with a target price of Rs 370 in its research report dated August 01, 2024. 
"
Buy Crompton Greaves Consumer Electricals; target of Rs 540: ICICI Securities,"ICICI Securities is bullish on Crompton Greaves Consumer Electricals has recommended buy rating on the stock with a target price of Rs 540 in its research report dated August 01, 2024. 
"
Hold UPL; target of Rs 534: KR Choksey,"KR Choksey recommended hold rating on UPL with a target price of Rs 534 in its research report dated August 06, 2024. 
"
Accumulate Adani Wilmar; target of Rs 410: KR Choksey,"KR Choksey recommended accumulate rating on Adani Wilmar with a target price of Rs 410 in its research report dated August 06, 2024. 
"
Accumulate Bandhan Bank; target of Rs 217: KR Choksey,"KR Choksey recommended accumulate rating on Bandhan Bank with a target price of Rs 217 in its research report dated August 06, 2024. 
"
"Buy Maruti Suzuki; target of Rs 14,148: KR Choksey","KR Choksey is bullish on Maruti Suzuki has recommended buy rating on the stock with a target price of Rs 14,148 in its research report dated August 06, 2024. 
"
Buy State Bank of India; target of Rs 1010: KR Choksey,"KR Choksey is bullish on State Bank of India has recommended buy rating on the stock with a target price of Rs 1010 in its research report dated August 06, 2024. 
"
Archit Nuwood gets BSE nod for second-biggest SME IPO,"The IPO would comprise entirely of a fresh issue of shares with the company planning to issue up to 62.40 lakh shares. 
"
Hold Divi's Laboratories; target of Rs 4930: KR Choksey,"KR Choksey recommended hold rating on Divi's Laboratories with a target price of Rs 4930 in its research report dated August 07, 2024. 
"
Subscribe for Brainbees solution Ltd; KR Choksey,"KR Choksey, has come out with its report on Brainbees solution Ltd. The research firm has recommended to “ Subscribe” the ipo in its research report as on August 06 2024. 
"
Buy Ambuja Cements; target of Rs 801: ICICI Securities,"ICICI Securities is bullish on Ambuja Cements has recommended buy rating on the stock with a target price of Rs 801 in its research report dated August 01, 2024. 
"
"Buy Mahindra and Mahindra; target of Rs 3,349: ICICI Securities","ICICI Securities is bullish on Mahindra and Mahindra has recommended buy rating on the stock with a target price of Rs 3,349 in its research report dated August 01, 2024. 
"
Gland Pharma nosedives 9% on dismal Q1 earnings performance,"Gland Pharma's wholly owned subsidiary, CDMO player Cenexi continued to make EBITDA losses even though its acquisition got completed more than a year ago. 
"
"TVS Q1FY25: Strong quarter, valuation at elevated levels","Demand likely to remain strong, driven by the preference for personal mobility 
"
NCC Limited: Strong outlook but stretched valuations,"The company stands to benefit immensely from the revival of the Amaravati city project. It is also projecting a strong order inflow for FY2025, and has a robust and a well-diversified order book. 
"
Protean remains at a vantage point to ride India’s digital journey,"Among new investment themes that have emerged from renewable energy to artificial intelligence, the one that can’t be missed is India’s digital journey and Protean is the best stock to play the same 
"
Vijaya Diagnostic Centre: Why this test result excites us,"Focused on replicating its home market success in the eastern and western regions of the country. 
"
"Agri Picks Report August 07, 2024: Geojit Financial Services","According to Geojit, Farmers in Gujarat have sown crops across an area of 7.4 mln ha, down 5.8% from 7.82 mln ha last year, as per the state acreage report released on Monday. 
"
Six small-caps to buy after the current market fall,"Two market experts share three small-cap ideas that promise good growth. 
"
Looking to buy the dip? 6 mid-cap ideas to consider,"Two market experts share three mid-cap ideas each that should deliver stable returns 
"
"Nifty, Sensex rebound, snap 3-day losing streak amid positive global cues","Britannia Industries, HCL Tech, Hero MotoCorp, Wipro and HUL were the top gainers on the Nifty. 
"
"Brokerages split on Tata Power post Q1 results amid rich valuations, Mundra plant issues","Brokerages were divided on the company's outlook, pointing to expensive valuations and the long-term financial drain of the Mundra power plant 
"
Britannia Industries: Growth beyond core is the key,"While top-line thrust is encouraging, non-core portfolio will drive growth and support margins. 
"
Lupin stock soars to 52-week high on strong all-round Q1 show,"Alongside strong topline and bottomline growth, Lupin's operational performance also improved significantly in Q1. Its EBITDA margin came at a multi-quarter high of 23.3 percent. 
"
"Brokerage Radar: CLSA shares 'underperform' call on Tata Power, Jefferies upgrades TVS Motors target","Check out the latest brokerage calls and analyst comments on the stocks in action today. Our coverage includes PFC, Tata Power, Suzlon Energy, LIC Housing Finance, among others. 
"
"Closing Bell: Nifty at 24,300, Sensex gains 875 pts; all eyes on RBI policy","Biggest Nifty gainers included Coal India, Adani Ports, Power Grid Corp, Cipla and Wipro, while losers were IndusInd Bank, Eicher Motors, Britannia, Tech Mahindra and Titan Company. All the sectoral indices ended in the green with metal, healthcare, media, power, telecom, oil & gas, capital goods up 2-3 percent. BSE Midcap index and Smallcap index up more 2 percent each. 
"
First Tick: Top 10 global cues for today’s trade,"The GIFT Nifty is indicating a positive start for the day. 
"
"Stock Radar: Lupin, PB Fintech, Cummins, Tata Power, SBI, Suzlon in focus on Wednesday","Bosch, Krsnaa Diagnostics, Rain Industries, Bata India, Gujarat Gas, PI Industries, Gland Pharma, EIH, Fortis Healthcare, Gulf Oil Lubricants India, and Linde India will also be in news on Wednesday. 
"
"Trade Spotlight: How should you trade Britannia, Godrej Properties, ICICI Bank, Bikaji Foods, and others on Wednesday?","The Nifty 50 is expected to consolidate with support at the 23,900-23,800 zone, while in case of a rebound, the 24,400-24,500 area is the one to watch, experts said. Here are some trading ideas for the near term. 
"
Tata Power seeing huge uptick in demand for solar rooftops: CEO Praveer Sinha,"For the quarter, Generation, Renewables, and Transmission & Distribution businesses contributed 84 percent of the PAT, up from 72 percent in Q1FY24. 
"
Bulk Deals: Samvitti Capital buys 0.52% stake in Century Enka,"Threpsi Care LLP sold 17 lakh shares or a 2.67 percent stake in Zydus Wellness at an average price of Rs 2201.4 per share. 
"
Family offices unfazed by market turmoil,"But if the investment approach of family offices is anything to go by, then it would not be wrong to say that while these data points could be worrisome for many, they are certainly not for the sophisticated family office club who are there in the market for the long haul. 
"
Safe and steady: 10 Bluechips that offer reasonable value,"Despite concerns about expensive valuations, a section of the market feels the correction has thrown up some buying opportunities, here's a rundown of top 10 bluechip stocks 
"
"Nifty ends below 24,000, Sensex falls for 3rd day as profit taking intensifies; India VIX down 7%","India VIX eased by 8 percent to hover close to 19. 
"
"Taking Stock: Market fails to hold gains; Nifty closes below 24,000, Sensex down 126 pts","HDFC Life, SBI Life Insurance, Shriram Finance, BPCL and SBI were among the top Nifty losers, while gainers included Britannia Industries, JSW Steel, HUL, L&T and Tech Mahindra. 
"
Buying the dip in this mayhem? Things to keep in mind while averaging,"By making incremental purchases, investors can benefit from market fluctuations, ultimately reducing their overall average cost. 
"
Sell RailTel Corporation of India; target of Rs 315: ICICI Securities,"ICICI Securities is bearish on RailTel Corporation of India has recommended sell rating on the stock with a target price of Rs 315 in its research report dated August 03, 2024. 
"
Sell Divis Laboratories; target of Rs 3670: ICICI Securities,"ICICI Securities is bearish on Divis Laboratories has recommended sell rating on the stock with a target price of Rs 3670 in its research report dated August 04, 2024. 
"
Hold Titan Company: target of Rs 3300: ICICI Securities,"ICICI Securities recommended hold rating on Titan Company with a target price of Rs 3300 in its research report dated August 04, 2024. 
"
Hold Thermax: target of Rs 4774: ICICI Securities,"ICICI Securities recommended hold rating on Thermax with a target price of Rs 4774 in its research report dated August 04, 2024. 
"
Buy State Bank of India; target of Rs 1000: ICICI Securities,"ICICI Securities is bullish on State Bank of India has recommended buy rating on the stock with a target price of Rs 1000 in its research report dated August 04, 2024. 
"
Buy Star Health and Allied Insurance; target of Rs 728: ICICI Securities,"ICICI Securities is bullish on Star Health and Allied Insurance has recommended buy rating on the stock with a target price of Rs 728 in its research report dated August 04, 2024. 
"
Buy Somany Ceramics; target of Rs 928: ICICI Securities,"ICICI Securities is bullish on Somany Ceramics has recommended buy rating on the stock with a target price of Rs 928 in its research report dated August 03, 2024. 
"
Buy Genus Power Infrastructures; target of Rs 445: ICICI Securities,"ICICI Securities is bullish on Genus Power Infrastructures has recommended buy rating on the stock with a target price of Rs 445 in its research report dated August 02, 2024. 
"
Buy Five-Star Business Finance; target of Rs 930: ICICI Securities,"ICICI Securities is bullish on Five-Star Business Finance has recommended buy rating on the stock with a target price of Rs 930 in its research report dated August 02, 2024. 
"
Buy Delhivery; target of Rs 600: ICICI Securities,"ICICI Securities is bullish on Delhivery has recommended buy rating on the stock with a target price of Rs 600 in its research report dated August 03, 2024. 
"
Buy Aptus Value Housing Finance; target of Rs 400: ICICI Securities,"ICICI Securities is bullish on Aptus Value Housing Finance has recommended buy rating on the stock with a target price of Rs 400 in its research report dated August 04, 2024. 
"
Accumulate Petronet LNG; target of Rs 397: Geojit Financial Services,"Geojit Financial Services recommended accumulate rating on Petronet LNG with a target price of Rs 397 in its research report dated August 06, 2024. 
"
"Fall less, rise more: Indian markets less volatile than other emerging markets","Indian markets are less volatile compared to other emerging markets and even some developed markets. 
"
Stocks that bucked the trend yesterday and continue to show strength today,"From defensive plays to those boosted by the Budget and strong earnings updates, here are the top stocks that stood out August 5 market rout 
"
Hold LIC Housing Finance; target of Rs 660: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on LIC Housing Finance with a target price of Rs 660 in its research report dated August 05, 2024. 
"
Hold Marico; target of Rs 681: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on Marico with a target price of Rs 681 in its research report dated August 05, 2024. 
"
Buy Motherson Wiring; target of Rs 80: Motilal Oswal,"Motilal Oswal is bullish on Motherson Wiring has recommended buy rating on the stock with a target price of Rs 80 in its research report dated August 05, 2024. 
"
Neutral Tata Chemicals; target of Rs 980: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Tata Chemicals with a target price of Rs 980 in its research report dated August 05, 2024. 
"
Neutral GSK Pharma; target of Rs 2620: Motilal Oswal,"Motilal Oswal recommended Neutral rating on GSK Pharma with a target price of Rs 2620 in its research report dated August 05, 2024. 
"
Neutral Britannia Industries; target of Rs 5850: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Britannia Industries with a target price of Rs 5850 in its research report dated August 05, 2024. 
"
Neutral Amara Raja; target of Rs 1390: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Amara Raja with a target price of Rs 1390 in its research report dated August 05, 2024. 
"
Buy LIC Housing Finance; target of Rs 860: Motilal Oswal,"Motilal Oswal is bullish on LIC Housing Finance has recommended buy rating on the stock with a target price of Rs 860 in its research report dated August 05, 2024. 
"
Buy G R Infraprojects; target of Rs 1910: Motilal Oswal,"Motilal Oswal is bullish on G R Infraprojects has recommended buy rating on the stock with a target price of Rs 1910 in its research report dated August 05, 2024. 
"
Buy CAMS; target of Rs 4600: Motilal Oswal,"Motilal Oswal is bullish on CAMS has recommended buy rating on the stock with a target price of Rs 4600 in its research report dated August 05, 2024. 
"
Sell Ashok Leyland; target of Rs 146: ICICI Securities,"ICICI Securities is bearish on Ashok Leyland has recommended sell rating on the stock with a target price of Rs 146 in its research report dated July 26, 2024. 
"
"Sell Mphasis; target of Rs 2,020: ICICI Securities","ICICI Securities is bearish on Mphasis has recommended sell rating on the stock with a target price of Rs 2,020 in its research report dated July 28, 2024. 
"
"Reduce Amber Enterprises India; target of Rs 3,850: ICICI Securities","ICICI Securities recommended accumulate rating on Amber Enterprises India with a target price of Rs 3,850 in its research report dated July 29, 2024. 
"
"Reduce Dr Reddy’s Laboratories; target of Rs 6,350: ICICI Securities","ICICI Securities recommended accumulate rating on Dr Reddy’s Laboratories with a target price of Rs 6,350 in its research report dated July 28, 2024. 
"
"Hold Home First Finance Company; target of Rs 1,075: ICICI Securities","ICICI Securities recommended hold rating on Home First Finance Company with a target price of Rs 1,075 in its research report dated July 28, 2024. 
"
"Hold UltraTech Cement; target of Rs 11,046: ICICI Securities","ICICI Securities recommended hold rating on UltraTech Cement with a target price of Rs 11,046 in its research report dated July 29, 2024. 
"
"Nifty, Sensex pare partial gains on profit booking; India VIX down 11%","India VIX, however, cooled off by about 11 percent to hover around 18. 
"
Hold TTK Prestige; target of Rs 900: ICICI Securities,"ICICI Securities recommended hold rating on TTK Prestige with a target price of Rs 900 in its research report dated July 28, 2024. 
"
"Buy InterGlobe Aviation; target of Rs 5,265: ICICI Securities","ICICI Securities is bullish on Spandana Spoorthy Financial has recommended buy rating on the stock with a target price of Rs 5,265 in its research report dated July 29, 2024. 
"
Buy Spandana Spoorthy Financial; target of Rs 950: ICICI Securities,"ICICI Securities is bullish on Spandana Spoorthy Financial has recommended buy rating on the stock with a target price of Rs 950 in its research report dated July 29, 2024. 
"
Accumulate Britannia Industries; target of Rs 6080: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Britannia Industries with a target price of Rs 6080 in its research report dated August 05, 2024. 
"
"Buy Shriram Finance; target of Rs 3,500: ICICI Securities","ICICI Securities is bullish on Shriram Finance has recommended buy rating on the stock with a target price of Rs 3,500 in its research report dated July 28, 2024. 
"
Buy Piramal Pharma; target of Rs 200: ICICI Securities,"ICICI Securities is bullish on Piramal Pharma has recommended buy rating on the stock with a target price of Rs 200 in its research report dated July 28, 2024. 
"
Buy IDFC FIRST Bank; target of Rs 95: ICICI Securities,"ICICI Securities is bullish on IDFC FIRST Bank has recommended buy rating on the stock with a target price of Rs 95 in its research report dated July 29, 2024. 
"
ABB India earnings preview: Robust growth across segments to drive revenue,"ABB India stock price has gained around 66 percent over the last one year and around 503.5 percent over the last five years. 
"
Brigade Enterprises stock surges 6% on strong Q1 results,"Brigade Enterprises' strong launch pipeline provides growth visibility in near term, according to Motilal Oswal. 
"
"Buy IndusInd Bank; target of Rs 1,900: ICICI Securities","ICICI Securities is bullish on IndusInd Bank has recommended buy rating on the stock with a target price of Rs 1,900 in its research report dated July 28, 2024. 
"
Accumulate Cipla; target of Rs 1633: KR Choksey,"KR Choksey recommended accumulate rating on Cipla with a target price of Rs 1633 in its research report dated August 02, 2024. 
"
"Buy Mahanagar Gas; target of Rs 2,140: ICICI Securities","ICICI Securities is bullish on Mahanagar Gas has recommended buy rating on the stock with a target price of Rs 2,140 in its research report dated July 27, 2024. 
"
Buy ACC; target of Rs 2923: KR Choksey,"KR Choksey is bullish on ACC has recommended buy rating on the stock with a target price of Rs 2923 in its research report dated August 02, 2024. 
"
"Bulkcorp International makes a smart debut, lists 24% premium at NSE SME","The issue was subscribed 176.35 times, driven by retail investors, non-institutional investors, and qualified institutional investors 
"
"Nifty, Sensex regain momentum after selloff; Auto, metal stocks rally","India VIX, which assesses market anxiety, also cooled off by about 12 percent to hover around 17. On August 5, given the large selloff, VIX rose as much as 52 percent, the highest since 2015. 
"
FirstCry: Should investors subscribe to this IPO?,"Long-term outlook is promising, given its strong brand, niche positioning, robust execution capabilities, and the potential for margin improvement. 
"
"Brokerages downgrade LIC Housing post weak Q1 results, see limited stock upside","The disappointing performance was attributed to slower loan growth and reduced margins in the June-ended quarter 
"
Patel Engineering shares surge after JV bags project of Rs 317.60 crore,"Patel Engineering Share Price | The project is to be completed in a period of 24 months. 
"
"Agri Picks Report August 06, 2024: Geojit Financial Services","According to Geojit, Farmers across the country have sown kharif crops over 90.5 mln ha as of today, up nearly 3% from a year ago,data from the farm ministry showed. 
"
Unicommerce eSolutions IPO: Tapping the e-commerce potential,"High gross margins and stable fixed costs driving operating leverage for the SaaS company. 
"
Chart of the Day | India’s Buffett indicator has been flashing warning signals,"India’s market capitalisation grew by fastest pace among major countries across the world in the last one year 
"
What to be greedy about amid the heightened fear in markets?,"Once the Fed starts cutting rates, there’s a high possibility that discretionary spending by enterprises will resume, brightening the outlook for IT service players 
"
"Marico: Encouraging guidance, premium products remain in focus","Marico’s ability to scale up new businesses will be key amid stress in the core portfolio 
"
First Tick: Top 10 global cues for today’s trade,"The GIFT Nifty is indicating a positive start for the day. 
"
"Closing Bell: Market falters after good start; Nifty below 24,000, Sensex down 126 points","The BSE midcap and smallcap indices ended shed 0.5 percent each. 
"
"Implied volatility signals more market turbulence; Sell-off likely in auto, defense, railways, realty, and PSE sectors","Nifty max pain and modified max pain levels are at 24,300 and 24,350, respectively, acting as crucial resistance in the near term. 
"
